rowID	hkmeans5	hkmeans25	hkmeans125	hkmeans490	hkmeans993	hkmeans1197	hkmeans1240	hkmeans1241	hkmeans5_conf	hkmeans25_conf	hkmeans125_conf	hkmeans490_conf	hkmeans993_conf	hkmeans1197_conf	hkmeans1240_conf	hkmeans1241_conf	rowName
232	1	1	5	24	116	576	2876	14376	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(232)
539	1	1	5	24	117	581	2901	14501	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(541)
251	1	1	5	25	121	601	3001	15001	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(251)
492	1	1	5	25	122	606	3026	15126	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(493)
806	1	1	5	25	123	611	3051	15251	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(808)
823	1	1	5	25	124	616	3076	15376	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(825)
918	1	1	5	25	125	621	3101	15501	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(920)
98	1	2	6	26	126	626	3126	15626	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(98)
733	1	2	6	27	131	651	3251	16251	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(735)
45	1	2	6	27	132	656	3276	16376	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(45)
877	1	2	6	27	133	661	3301	16501	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(879)
459	1	2	6	27	134	666	3326	16626	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(460)
306	1	2	6	27	135	671	3351	16751	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(307)
443	1	2	6	27	135	672	3356	16776	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(444)
889	1	2	6	27	135	673	3361	16801	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(891)
1186	1	2	6	27	135	674	3366	16826	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(1188)
615	1	2	6	28	136	676	3376	16876	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(617)
567	1	2	6	29	141	701	3501	17501	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(569)
629	1	2	6	29	142	706	3526	17626	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(631)
817	1	2	6	30	146	726	3626	18126	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(819)
935	1	2	6	30	147	731	3651	18251	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(937)
808	1	2	6	30	148	736	3676	18376	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(810)
542	1	2	6	30	149	741	3701	18501	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(544)
120	1	2	6	30	150	746	3726	18626	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(120)
1185	1	2	6	30	150	747	3731	18651	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(1187)
105	1	2	7	31	151	751	3751	18751	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(105)
240	1	2	7	31	152	756	3776	18876	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(240)
805	1	2	7	31	153	761	3801	19001	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(807)
53	1	2	7	32	156	776	3876	19376	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(53)
938	1	2	7	32	157	781	3901	19501	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(940)
109	1	2	7	33	161	801	4001	20001	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(109)
178	1	2	7	33	162	806	4026	20126	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(178)
911	1	2	7	33	163	811	4051	20251	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(913)
845	1	2	7	34	166	826	4126	20626	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(847)
568	1	2	7	35	171	851	4251	21251	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(570)
341	1	2	7	35	172	856	4276	21376	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(342)
501	1	2	7	35	172	857	4281	21401	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(503)
439	1	2	7	35	173	861	4301	21501	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(440)
579	1	2	7	35	173	862	4306	21526	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(581)
365	1	2	7	35	174	866	4326	21626	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(366)
992	1	2	7	35	174	867	4331	21651	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(994)
1003	1	2	7	35	175	871	4351	21751	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(1005)
468	1	2	8	36	176	876	4376	21876	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(469)
732	1	2	8	36	177	881	4401	22001	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(734)
900	1	2	8	37	181	901	4501	22501	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(902)
15	1	2	8	37	182	906	4526	22626	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(15)
1035	1	2	8	37	183	911	4551	22751	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(1037)
24	1	2	8	37	184	916	4576	22876	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(24)
164	1	2	8	37	184	917	4581	22901	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(164)
890	1	2	8	37	184	918	4586	22926	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(892)
891	1	2	8	37	184	919	4591	22951	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(893)
985	1	2	8	37	184	920	4596	22976	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(987)
946	1	2	8	37	185	921	4601	23001	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(948)
205	1	2	8	38	186	926	4626	23126	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(205)
337	1	2	8	38	187	931	4651	23251	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(338)
445	1	2	8	38	188	936	4676	23376	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(446)
670	1	2	8	38	189	941	4701	23501	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(672)
948	1	2	8	38	190	946	4726	23626	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(950)
165	1	2	8	39	191	951	4751	23751	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(165)
228	1	2	8	39	192	956	4776	23876	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(228)
642	1	2	8	39	193	961	4801	24001	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(644)
495	1	2	8	40	196	976	4876	24376	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(496)
556	1	2	8	40	197	981	4901	24501	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(558)
234	1	2	9	41	201	1001	5001	25001	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(234)
754	1	2	9	41	202	1006	5026	25126	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(756)
1052	1	2	9	41	203	1011	5051	25251	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(1054)
1152	1	2	9	41	204	1016	5076	25376	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(1154)
1159	1	2	9	41	205	1021	5101	25501	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(1161)
93	1	2	9	42	206	1026	5126	25626	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(93)
342	1	2	9	42	206	1027	5131	25651	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(343)
1220	1	2	9	42	207	1031	5151	25751	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(1222)
3	1	2	9	42	208	1036	5176	25876	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(3)
668	1	2	9	42	208	1037	5181	25901	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(670)
609	1	2	9	42	209	1041	5201	26001	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/Evolution-FinalInput(611)
