20
0.041667	0.041667	0.083333	0.000000	0.000000	0.291667	0.000000	0.000000	0.000000	0.083333	0.000000	0.000000	0.041667	0.000000	0.000000	0.000000	0.083333	0.041667	0.000000	0.291667	 30
0.100000	0.050000	0.100000	0.000000	0.050000	0.050000	0.100000	0.000000	0.050000	0.150000	0.000000	0.050000	0.000000	0.100000	0.000000	0.050000	0.100000	0.000000	0.000000	0.050000	425
0.000000	0.000000	0.083333	0.000000	0.000000	0.083333	0.000000	0.166667	0.416667	0.000000	0.000000	0.000000	0.166667	0.000000	0.000000	0.000000	0.083333	0.000000	0.000000	0.000000	930
0.047619	0.000000	0.000000	0.047619	0.000000	0.285714	0.000000	0.190476	0.095238	0.000000	0.000000	0.047619	0.190476	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.095238	569
0.000000	0.000000	0.000000	0.000000	0.045455	0.090909	0.181818	0.000000	0.000000	0.045455	0.000000	0.227273	0.045455	0.000000	0.000000	0.363636	0.000000	0.000000	0.000000	0.000000	946
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.222222	0.000000	0.000000	0.000000	0.000000	0.555556	0.222222	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	570
0.166667	0.100000	0.000000	0.000000	0.000000	0.066667	0.333333	0.000000	0.200000	0.000000	0.000000	0.000000	0.000000	0.033333	0.000000	0.066667	0.000000	0.000000	0.033333	0.000000	816
0.000000	0.166667	0.000000	0.000000	0.111111	0.166667	0.000000	0.111111	0.055556	0.000000	0.000000	0.055556	0.000000	0.000000	0.000000	0.111111	0.111111	0.000000	0.000000	0.111111	536
0.190476	0.000000	0.047619	0.095238	0.000000	0.000000	0.047619	0.000000	0.000000	0.000000	0.000000	0.000000	0.047619	0.428571	0.000000	0.047619	0.000000	0.047619	0.047619	0.000000	 83
0.026316	0.078947	0.105263	0.000000	0.000000	0.289474	0.000000	0.052632	0.000000	0.000000	0.026316	0.000000	0.000000	0.210526	0.131579	0.000000	0.026316	0.026316	0.000000	0.026316	636
0.392857	0.000000	0.000000	0.000000	0.000000	0.071429	0.071429	0.000000	0.000000	0.000000	0.000000	0.107143	0.071429	0.071429	0.000000	0.142857	0.000000	0.035714	0.000000	0.035714	629
0.000000	0.000000	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.500000	0.000000	0.000000	0.000000	0.000000	897
0.000000	0.000000	0.125000	0.083333	0.041667	0.000000	0.125000	0.000000	0.166667	0.041667	0.000000	0.000000	0.000000	0.083333	0.041667	0.000000	0.125000	0.166667	0.000000	0.000000	619
0.000000	0.050000	0.000000	0.000000	0.100000	0.050000	0.450000	0.000000	0.050000	0.050000	0.000000	0.000000	0.100000	0.000000	0.000000	0.000000	0.000000	0.150000	0.000000	0.000000	248
0.023256	0.000000	0.000000	0.023256	0.000000	0.023256	0.000000	0.046512	0.000000	0.000000	0.046512	0.000000	0.000000	0.000000	0.069767	0.046512	0.000000	0.000000	0.069767	0.651163	755
0.027778	0.166667	0.083333	0.027778	0.111111	0.000000	0.000000	0.194444	0.000000	0.055556	0.083333	0.000000	0.000000	0.000000	0.055556	0.083333	0.027778	0.000000	0.027778	0.055556	462
0.200000	0.000000	0.000000	0.066667	0.000000	0.066667	0.000000	0.000000	0.000000	0.066667	0.066667	0.000000	0.000000	0.066667	0.133333	0.000000	0.066667	0.066667	0.200000	0.000000	240
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.750000	0.000000	0.250000	0.000000	935
0.000000	0.083333	0.000000	0.000000	0.416667	0.000000	0.000000	0.000000	0.083333	0.000000	0.000000	0.000000	0.000000	0.000000	0.166667	0.083333	0.166667	0.000000	0.000000	0.000000	367
0.000000	0.000000	0.000000	0.100000	0.650000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.050000	0.200000	344
0.000000	0.000000	0.034483	0.103448	0.034483	0.172414	0.000000	0.000000	0.000000	0.000000	0.000000	0.379310	0.137931	0.000000	0.000000	0.000000	0.068966	0.068966	0.000000	0.000000	573
