rowID	kmeans20	kmeans20_conf	rowName
394	8	0.237868	inputFiles/WOSCorpus(394)
439	8	0.246917	inputFiles/WOSCorpus(439)
457	8	0.152018	inputFiles/WOSCorpus(457)
464	8	0.080638	inputFiles/WOSCorpus(464)
465	8	0.094896	inputFiles/WOSCorpus(465)
471	8	0.277078	inputFiles/WOSCorpus(471)
506	8	0.133777	inputFiles/WOSCorpus(506)
548	8	0.262026	inputFiles/WOSCorpus(548)
568	8	0.093949	inputFiles/WOSCorpus(568)
600	8	0.247281	inputFiles/WOSCorpus(600)
625	8	0.118219	inputFiles/WOSCorpus(625)
646	8	0.168709	inputFiles/WOSCorpus(646)
648	8	0.083310	inputFiles/WOSCorpus(648)
650	8	0.165069	inputFiles/WOSCorpus(650)
651	8	0.098763	inputFiles/WOSCorpus(651)
652	8	0.125945	inputFiles/WOSCorpus(652)
667	8	0.112240	inputFiles/WOSCorpus(667)
671	8	0.163124	inputFiles/WOSCorpus(671)
685	8	0.169188	inputFiles/WOSCorpus(685)
698	8	0.119181	inputFiles/WOSCorpus(698)
702	8	0.052598	inputFiles/WOSCorpus(702)
703	8	0.129270	inputFiles/WOSCorpus(703)
736	8	0.104938	inputFiles/WOSCorpus(736)
737	8	0.128524	inputFiles/WOSCorpus(737)
745	8	0.100660	inputFiles/WOSCorpus(745)
751	8	0.063013	inputFiles/WOSCorpus(751)
762	8	0.080507	inputFiles/WOSCorpus(762)
849	8	0.111214	inputFiles/WOSCorpus(849)
851	8	0.160389	inputFiles/WOSCorpus(851)
856	8	0.234482	inputFiles/WOSCorpus(856)
882	8	0.157193	inputFiles/WOSCorpus(882)
894	8	0.163730	inputFiles/WOSCorpus(894)
921	8	0.202195	inputFiles/WOSCorpus(921)
948	8	0.087811	inputFiles/WOSCorpus(948)
4	9	0.158196	inputFiles/WOSCorpus(4)
42	9	0.129053	inputFiles/WOSCorpus(42)
63	9	0.331264	inputFiles/WOSCorpus(63)
135	9	0.228505	inputFiles/WOSCorpus(135)
155	9	0.244471	inputFiles/WOSCorpus(155)
157	9	0.194713	inputFiles/WOSCorpus(157)
167	9	0.214357	inputFiles/WOSCorpus(167)
168	9	0.190347	inputFiles/WOSCorpus(168)
193	9	0.158463	inputFiles/WOSCorpus(193)
287	9	0.167000	inputFiles/WOSCorpus(287)
320	9	0.206028	inputFiles/WOSCorpus(320)
343	9	0.280859	inputFiles/WOSCorpus(343)
351	9	0.166216	inputFiles/WOSCorpus(351)
444	9	0.188683	inputFiles/WOSCorpus(444)
445	9	0.295772	inputFiles/WOSCorpus(445)
500	9	0.118418	inputFiles/WOSCorpus(500)
528	9	0.200826	inputFiles/WOSCorpus(528)
544	9	0.196174	inputFiles/WOSCorpus(544)
602	9	0.106889	inputFiles/WOSCorpus(602)
603	9	0.075513	inputFiles/WOSCorpus(603)
605	9	0.107671	inputFiles/WOSCorpus(605)
647	9	0.083716	inputFiles/WOSCorpus(647)
655	9	0.281748	inputFiles/WOSCorpus(655)
696	9	0.192481	inputFiles/WOSCorpus(696)
760	9	0.292738	inputFiles/WOSCorpus(760)
818	9	0.212644	inputFiles/WOSCorpus(818)
848	9	0.105895	inputFiles/WOSCorpus(848)
862	9	0.183567	inputFiles/WOSCorpus(862)
888	9	0.247733	inputFiles/WOSCorpus(888)
926	9	0.138869	inputFiles/WOSCorpus(926)
937	9	0.157911	inputFiles/WOSCorpus(937)
961	9	0.347182	inputFiles/WOSCorpus(961)
15	10	0.172798	inputFiles/WOSCorpus(15)
19	10	0.188119	inputFiles/WOSCorpus(19)
28	10	0.201660	inputFiles/WOSCorpus(28)
29	10	0.190743	inputFiles/WOSCorpus(29)
43	10	0.070138	inputFiles/WOSCorpus(43)
55	10	0.209174	inputFiles/WOSCorpus(55)
72	10	0.191167	inputFiles/WOSCorpus(72)
100	10	0.132727	inputFiles/WOSCorpus(100)
101	10	0.242251	inputFiles/WOSCorpus(101)
151	10	0.284106	inputFiles/WOSCorpus(151)
205	10	0.194172	inputFiles/WOSCorpus(205)
224	10	0.133152	inputFiles/WOSCorpus(224)
227	10	0.268443	inputFiles/WOSCorpus(227)
247	10	0.231657	inputFiles/WOSCorpus(247)
257	10	0.162760	inputFiles/WOSCorpus(257)
280	10	0.191246	inputFiles/WOSCorpus(280)
297	10	0.224235	inputFiles/WOSCorpus(297)
302	10	0.202287	inputFiles/WOSCorpus(302)
323	10	0.126359	inputFiles/WOSCorpus(323)
331	10	0.117707	inputFiles/WOSCorpus(331)
350	10	0.224145	inputFiles/WOSCorpus(350)
377	10	0.147893	inputFiles/WOSCorpus(377)
385	10	0.150515	inputFiles/WOSCorpus(385)
415	10	0.138174	inputFiles/WOSCorpus(415)
416	10	0.080551	inputFiles/WOSCorpus(416)
418	10	0.227304	inputFiles/WOSCorpus(418)
420	10	0.082765	inputFiles/WOSCorpus(420)
422	10	0.214610	inputFiles/WOSCorpus(422)
426	10	0.195898	inputFiles/WOSCorpus(426)
435	10	0.230370	inputFiles/WOSCorpus(435)
449	10	0.158087	inputFiles/WOSCorpus(449)
490	10	0.142228	inputFiles/WOSCorpus(490)
508	10	0.093423	inputFiles/WOSCorpus(508)
517	10	0.157819	inputFiles/WOSCorpus(517)
523	10	0.120846	inputFiles/WOSCorpus(523)
527	10	0.251974	inputFiles/WOSCorpus(527)
565	10	0.165615	inputFiles/WOSCorpus(565)
570	10	0.085806	inputFiles/WOSCorpus(570)
573	10	0.153140	inputFiles/WOSCorpus(573)
574	10	0.139993	inputFiles/WOSCorpus(574)
577	10	0.095138	inputFiles/WOSCorpus(577)
585	10	0.212010	inputFiles/WOSCorpus(585)
601	10	0.212527	inputFiles/WOSCorpus(601)
617	10	0.104659	inputFiles/WOSCorpus(617)
622	10	0.195061	inputFiles/WOSCorpus(622)
630	10	0.220466	inputFiles/WOSCorpus(630)
640	10	0.110765	inputFiles/WOSCorpus(640)
680	10	0.293760	inputFiles/WOSCorpus(680)
689	10	0.109111	inputFiles/WOSCorpus(689)
690	10	0.082614	inputFiles/WOSCorpus(690)
700	10	0.206588	inputFiles/WOSCorpus(700)
709	10	0.213995	inputFiles/WOSCorpus(709)
722	10	0.303723	inputFiles/WOSCorpus(722)
758	10	0.290617	inputFiles/WOSCorpus(758)
771	10	0.169946	inputFiles/WOSCorpus(771)
772	10	0.111441	inputFiles/WOSCorpus(772)
773	10	0.275096	inputFiles/WOSCorpus(773)
778	10	0.249514	inputFiles/WOSCorpus(778)
779	10	0.125158	inputFiles/WOSCorpus(779)
784	10	0.208497	inputFiles/WOSCorpus(784)
789	10	0.190177	inputFiles/WOSCorpus(789)
791	10	0.176058	inputFiles/WOSCorpus(791)
799	10	0.231747	inputFiles/WOSCorpus(799)
800	10	0.081865	inputFiles/WOSCorpus(800)
825	10	0.254697	inputFiles/WOSCorpus(825)
827	10	0.107944	inputFiles/WOSCorpus(827)
842	10	0.267988	inputFiles/WOSCorpus(842)
868	10	0.187832	inputFiles/WOSCorpus(868)
878	10	0.146355	inputFiles/WOSCorpus(878)
889	10	0.286957	inputFiles/WOSCorpus(889)
950	10	0.233460	inputFiles/WOSCorpus(950)
953	10	0.140585	inputFiles/WOSCorpus(953)
955	10	0.230649	inputFiles/WOSCorpus(955)
957	10	0.107037	inputFiles/WOSCorpus(957)
964	10	0.157979	inputFiles/WOSCorpus(964)
969	10	0.232234	inputFiles/WOSCorpus(969)
970	10	0.210248	inputFiles/WOSCorpus(970)
25	11	0.226079	inputFiles/WOSCorpus(25)
51	11	0.059402	inputFiles/WOSCorpus(51)
86	11	0.074100	inputFiles/WOSCorpus(86)
87	11	0.267527	inputFiles/WOSCorpus(87)
124	11	0.192760	inputFiles/WOSCorpus(124)
133	11	0.230675	inputFiles/WOSCorpus(133)
150	11	0.120333	inputFiles/WOSCorpus(150)
152	11	0.054001	inputFiles/WOSCorpus(152)
162	11	0.283433	inputFiles/WOSCorpus(162)
164	11	0.116882	inputFiles/WOSCorpus(164)
178	11	0.248693	inputFiles/WOSCorpus(178)
183	11	0.186144	inputFiles/WOSCorpus(183)
207	11	0.229374	inputFiles/WOSCorpus(207)
218	11	0.135340	inputFiles/WOSCorpus(218)
223	11	0.266591	inputFiles/WOSCorpus(223)
239	11	0.145202	inputFiles/WOSCorpus(239)
272	11	0.093762	inputFiles/WOSCorpus(272)
282	11	0.180359	inputFiles/WOSCorpus(282)
357	11	0.127711	inputFiles/WOSCorpus(357)
365	11	0.054834	inputFiles/WOSCorpus(365)
398	11	0.174395	inputFiles/WOSCorpus(398)
446	11	0.092195	inputFiles/WOSCorpus(446)
473	11	0.321162	inputFiles/WOSCorpus(473)
481	11	0.331797	inputFiles/WOSCorpus(481)
491	11	0.095718	inputFiles/WOSCorpus(491)
519	11	0.078063	inputFiles/WOSCorpus(519)
521	11	0.389087	inputFiles/WOSCorpus(521)
550	11	0.224596	inputFiles/WOSCorpus(550)
551	11	0.261392	inputFiles/WOSCorpus(551)
566	11	0.184433	inputFiles/WOSCorpus(566)
589	11	0.071882	inputFiles/WOSCorpus(589)
606	11	0.148009	inputFiles/WOSCorpus(606)
