rowID	kmeans20	kmeans20_conf	rowName
542	12	0.100845	inputFiles/WOSCorpus(542)
548	12	0.075979	inputFiles/WOSCorpus(548)
583	12	0.074617	inputFiles/WOSCorpus(583)
593	12	0.194717	inputFiles/WOSCorpus(593)
594	12	0.059510	inputFiles/WOSCorpus(594)
598	12	0.057919	inputFiles/WOSCorpus(598)
599	12	0.105358	inputFiles/WOSCorpus(599)
608	12	0.049445	inputFiles/WOSCorpus(608)
631	12	0.044106	inputFiles/WOSCorpus(631)
643	12	0.185173	inputFiles/WOSCorpus(643)
662	12	0.101753	inputFiles/WOSCorpus(662)
663	12	0.114007	inputFiles/WOSCorpus(663)
664	12	0.067654	inputFiles/WOSCorpus(664)
681	12	0.065484	inputFiles/WOSCorpus(681)
708	12	0.028467	inputFiles/WOSCorpus(708)
711	12	0.042825	inputFiles/WOSCorpus(711)
720	12	0.088048	inputFiles/WOSCorpus(720)
725	12	0.206151	inputFiles/WOSCorpus(725)
727	12	0.190380	inputFiles/WOSCorpus(727)
753	12	0.119084	inputFiles/WOSCorpus(753)
758	12	0.052178	inputFiles/WOSCorpus(758)
794	12	0.045854	inputFiles/WOSCorpus(794)
806	12	0.072070	inputFiles/WOSCorpus(806)
811	12	0.236932	inputFiles/WOSCorpus(811)
813	12	0.056227	inputFiles/WOSCorpus(813)
817	12	0.080134	inputFiles/WOSCorpus(817)
832	12	0.117038	inputFiles/WOSCorpus(832)
836	12	0.116245	inputFiles/WOSCorpus(836)
838	12	0.163724	inputFiles/WOSCorpus(838)
844	12	0.109556	inputFiles/WOSCorpus(844)
846	12	0.059217	inputFiles/WOSCorpus(846)
849	12	0.165631	inputFiles/WOSCorpus(849)
863	12	0.203571	inputFiles/WOSCorpus(863)
890	12	0.060827	inputFiles/WOSCorpus(890)
904	12	0.110592	inputFiles/WOSCorpus(904)
918	12	0.057825	inputFiles/WOSCorpus(918)
919	12	0.054839	inputFiles/WOSCorpus(919)
927	12	0.140390	inputFiles/WOSCorpus(927)
