20
0.000000	0.036145	0.096386	0.036145	0.024096	0.048193	0.240964	0.048193	0.012048	0.072289	0.012048	0.084337	0.024096	0.036145	0.036145	0.012048	0.120482	0.036145	0.024096	0.000000	610
0.000000	0.125000	0.025000	0.050000	0.025000	0.025000	0.000000	0.012500	0.137500	0.050000	0.012500	0.187500	0.050000	0.012500	0.000000	0.012500	0.037500	0.037500	0.175000	0.025000	545
0.011905	0.011905	0.017857	0.148810	0.000000	0.142857	0.017857	0.035714	0.005952	0.047619	0.101190	0.029762	0.267857	0.011905	0.000000	0.023810	0.000000	0.017857	0.101190	0.005952	864
0.013514	0.067568	0.013514	0.013514	0.054054	0.148649	0.040541	0.027027	0.000000	0.027027	0.000000	0.000000	0.000000	0.013514	0.054054	0.040541	0.378378	0.081081	0.000000	0.027027	543
0.021505	0.032258	0.032258	0.000000	0.043011	0.032258	0.118280	0.032258	0.000000	0.118280	0.301075	0.032258	0.010753	0.000000	0.010753	0.010753	0.010753	0.118280	0.021505	0.053763	491
0.011236	0.067416	0.000000	0.000000	0.000000	0.033708	0.056180	0.011236	0.011236	0.022472	0.033708	0.134831	0.000000	0.022472	0.056180	0.191011	0.033708	0.123596	0.056180	0.134831	567
0.009615	0.000000	0.009615	0.019231	0.048077	0.250000	0.057692	0.019231	0.000000	0.028846	0.000000	0.057692	0.115385	0.019231	0.038462	0.009615	0.096154	0.076923	0.115385	0.028846	869
0.041379	0.013793	0.055172	0.013793	0.013793	0.013793	0.151724	0.020690	0.006897	0.006897	0.131034	0.048276	0.034483	0.165517	0.041379	0.027586	0.034483	0.062069	0.068966	0.048276	861
0.006452	0.219355	0.096774	0.341935	0.000000	0.032258	0.012903	0.000000	0.019355	0.058065	0.000000	0.019355	0.019355	0.012903	0.019355	0.000000	0.045161	0.045161	0.051613	0.000000	633
0.026316	0.013158	0.039474	0.328947	0.000000	0.100877	0.026316	0.008772	0.004386	0.017544	0.052632	0.092105	0.008772	0.000000	0.008772	0.057018	0.026316	0.039474	0.149123	0.000000	131
0.000000	0.012346	0.030864	0.024691	0.518519	0.018519	0.018519	0.000000	0.092593	0.012346	0.111111	0.000000	0.012346	0.000000	0.000000	0.024691	0.018519	0.055556	0.049383	0.000000	671
0.000000	0.093407	0.005495	0.016484	0.005495	0.054945	0.000000	0.010989	0.000000	0.098901	0.016484	0.043956	0.060440	0.005495	0.043956	0.021978	0.461538	0.032967	0.021978	0.005495	401
0.069519	0.010695	0.122995	0.160428	0.235294	0.000000	0.016043	0.069519	0.010695	0.042781	0.032086	0.000000	0.037433	0.042781	0.010695	0.032086	0.010695	0.053476	0.032086	0.010695	466
0.040984	0.016393	0.163934	0.000000	0.000000	0.000000	0.450820	0.040984	0.000000	0.073770	0.049180	0.000000	0.081967	0.000000	0.000000	0.008197	0.057377	0.008197	0.000000	0.008197	820
