16-Sep-2012 14:24:01
4213	5637	1
4215	36666	4
422	5638	2
4220	5639	1
4227	44968	1
423	6398	2
4235	17871	1
4244	17600	2
425	14922	2
42500	27666	1
4251	5640	3
426	18812	4
4263	8487	2
42675	24218	1
427	25359	1
42795	41282	1
428	42732	1
4284	20643	1
4294	43161	1
4297	17872	2
4299	5641	1
43	13375	34
430	42330	2
4300	26229	2
43000	9251	5
430000	23860	2
4301	44969	2
431	26897	2
4310	22028	1
4321	17873	3
433	6879	2
4330	17874	2
4333	14339	2
434	17875	14
435	43693	1
4350	39785	1
4356	36667	1
437	28624	1
4378	17876	2
438	44970	1
438104	14340	4
4385	12383	1
439	5642	6
4395	44971	1
4398	17877	2
44	4330	69
440	16997	6
4400	6399	5
440000	29824	1
4404	28770	1
441	5643	10
4411	17601	1
44114	40340	1
4416	44972	1
442	42626	1
4420	32680	1
4426	9631	1
4428	17602	1
443	36668	2
4430	40565	1
4435	39640	1
444	19115	4
44414003	43768	1
4442	17603	1
44429935	43769	1
4444	45785	1
445	3969	6
4451	44363	1
4455	5644	3
4459	17604	1
446	18422	10
4466	17605	1
447	38545	4
4470	44490	1
4473	5645	1
448	17878	3
4480	17606	1
448000	15482	2
44838	26898	1
4488	31349	1
4489	44973	1
449	32681	1
4491	44974	4
4492	17879	2
4495	45786	1
4497	5646	4
45	4057	118
450	5647	46
4500	16753	14
45000	20667	5
450000	3551	8
4503	5648	2
4505	32145	1
4517	43566	1
4520	17880	4
453	28625	5
4534	17607	1
4535	25703	1
454	18368	2
4541	5649	2
4547	44975	2
4548	45523	1
4558	17608	1
456	22857	4
4565	17609	1
457	44903	1
4572	17610	1
458	36669	3
458000	38492	2
459	28175	1
4590	38501	1
459000	22916	2
4599	41975	1
46	13628	50
460	14189	2
4600	35543	9
46000	23199	1
460000	10906	2
4603	36670	2
4604	36671	2
461	20133	2
4619	43393	1
462	36672	4
4621	41326	2
4627	17881	2
463	36673	2
4632	36674	2
464	19578	9
4640	36675	1
4641	39786	1
465	5650	3
4650	6400	2
4651	17611	1
466	16126	1
4670	44976	1
4671	24253	2
468	24959	1
4685	43567	1
469	17882	2
47	5651	35
470	24866	4
4700	22512	2
47000	10203	1
4701	5652	4
4710	24441	1
47194	9215	1
474	44977	3
47405	36324	1
4743	36676	2
4744	33404	1
4749	5653	1
475	16127	2
4756	5654	1
4758	40722	1
476	43162	1
477	19953	9
4770	5655	1
4773	27040	4
4781	31608	1
4783	17883	2
4787	5656	1
4789	15722	1
47916	43770	1
48	11658	44
480	29043	3
4800	24266	1
48000	36440	4
480000	45470	1
481	17612	1
4817	5657	1
482	17884	3
4824	5658	1
483	17885	9
4831	5659	1
484	13167	2
4842	20202	1
4848	41401	2
4849	31029	1
485	31965	2
4860	17886	2
487	17613	2
4879	5660	1
488	36677	2
4880	36678	2
4882	32932	1
49	6278	47
490	44978	1
4900	30780	3
4909	29791	1
4916	17887	2
492	17551	4
493	17888	2
494	45787	1
495	36679	2
496	43561	1
496000	27382	1
4965	34158	1
4970	44979	1
499	12892	3
4993	17889	2
5	3	851
50	1337	442
500	7064	123
5000	7065	38
50000	9512	26
500000	6789	22
5001	36680	2
501	44980	9
502	24960	1
5020809	16488	1
503	9252	30
504	25704	4
5045	26541	2
50466	44423	1
505	5661	4
5050	36681	2
5052	6401	2
5055	17890	2
506	3294	2
5064	19498	3
5071	17891	2
509	38112	1
5097	18369	1
5098	14100	2
51	6880	30
510	8127	28
5100	5662	6
51000	29825	4
511	26376	1
5115	44981	2
512	21207	4
5125	44982	1
5126	30349	1
5131	31030	1
51374	43771	1
5138	44983	2
515	3149	5
