rowID	hkmeans5	hkmeans25	hkmeans125	hkmeans584	hkmeans1751	hkmeans2686	hkmeans2916	hkmeans2932	hkmeans5_conf	hkmeans25_conf	hkmeans125_conf	hkmeans584_conf	hkmeans1751_conf	hkmeans2686_conf	hkmeans2916_conf	hkmeans2932_conf	rowName
1134	1	1	1	1	1	1	1	1	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1000-1499(155)
1451	1	1	1	2	6	26	126	626	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1000-1499(487)
1969	1	1	1	2	7	31	151	751	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2000-2499(16)
2503	1	1	1	3	11	51	251	1251	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2500-2999(63)
562	1	1	1	4	16	76	376	1876	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_0500-0999(75)
2024	1	1	1	4	17	81	401	2001	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2000-2499(73)
2495	1	1	1	5	21	101	501	2501	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2500-2999(55)
2807	1	1	1	5	22	106	526	2626	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2500-2999(375)
94	1	1	2	6	26	126	626	3126	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_0001-0499(95)
594	1	1	2	6	26	127	631	3151	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_0500-0999(107)
648	1	1	2	6	27	131	651	3251	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_0500-0999(161)
608	1	1	2	6	28	136	676	3376	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_0500-0999(121)
612	1	1	2	6	28	137	681	3401	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_0500-0999(125)
414	1	1	2	6	29	141	701	3501	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_0001-0499(425)
745	1	1	2	6	29	142	706	3526	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_0500-0999(258)
1979	1	1	2	6	29	143	711	3551	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2000-2499(27)
497	1	1	2	6	30	146	726	3626	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_0500-0999(10)
1947	1	1	2	7	31	151	751	3751	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1500-1999(494)
1123	1	1	2	7	32	156	776	3876	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1000-1499(144)
451	1	1	2	7	33	161	801	4001	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_0001-0499(463)
1792	1	1	2	7	33	162	806	4026	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1500-1999(336)
659	1	1	2	7	34	166	826	4126	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_0500-0999(172)
1240	1	1	2	7	35	171	851	4251	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1000-1499(264)
603	1	1	2	8	36	176	876	4376	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_0500-0999(116)
2638	1	1	2	8	36	177	881	4401	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2500-2999(202)
805	1	1	2	8	37	181	901	4501	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_0500-0999(318)
862	1	1	2	8	37	182	906	4526	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_0500-0999(376)
2043	1	1	2	8	37	183	911	4551	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2000-2499(92)
2230	1	1	2	8	37	183	912	4556	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2000-2499(284)
695	1	1	2	8	37	184	916	4576	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_0500-0999(208)
2732	1	1	2	8	37	185	921	4601	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2500-2999(300)
2881	1	1	2	8	37	185	922	4606	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2500-2999(449)
1214	1	1	2	8	38	186	926	4626	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1000-1499(238)
1937	1	1	2	8	38	186	927	4631	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1500-1999(484)
2682	1	1	2	8	38	186	928	4636	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2500-2999(247)
2690	1	1	2	8	38	187	931	4651	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2500-2999(255)
2837	1	1	2	8	38	188	936	4676	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2500-2999(405)
2289	1	1	2	8	38	189	941	4701	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2000-2499(346)
2342	1	1	2	8	38	189	942	4706	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2000-2499(399)
309	1	1	2	8	38	190	946	4726	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_0001-0499(319)
1381	1	1	2	8	39	191	951	4751	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1000-1499(411)
2528	1	1	2	8	39	192	956	4776	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2500-2999(89)
1637	1	1	2	8	40	196	976	4876	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1500-1999(180)
65	1	1	2	8	40	197	981	4901	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_0001-0499(66)
67	1	1	2	8	40	197	982	4906	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_0001-0499(68)
2237	1	1	2	8	40	198	986	4926	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2000-2499(291)
2900	1	1	2	8	40	199	991	4951	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2500-2999(468)
855	1	1	2	8	40	200	996	4976	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_0500-0999(369)
2241	1	1	2	8	40	200	997	4981	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2000-2499(295)
1184	1	1	2	9	41	201	1001	5001	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1000-1499(207)
2262	1	1	2	9	42	206	1026	5126	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2000-2499(317)
2789	1	1	2	9	43	211	1051	5251	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2500-2999(357)
988	1	1	2	10	46	226	1126	5626	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1000-1499(7)
2304	1	1	2	10	47	231	1151	5751	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2000-2499(361)
2346	1	1	2	10	48	236	1176	5876	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2000-2499(403)
2383	1	1	2	10	49	241	1201	6001	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2000-2499(440)
2761	1	1	2	10	50	246	1226	6126	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2500-2999(329)
2476	1	1	3	11	51	251	1251	6251	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2500-2999(36)
297	1	1	3	11	52	256	1276	6376	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_0001-0499(307)
2366	1	1	3	11	53	261	1301	6501	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2000-2499(423)
398	1	1	3	11	54	266	1326	6626	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_0001-0499(409)
2265	1	1	3	11	54	267	1331	6651	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2000-2499(320)
2285	1	1	3	11	54	268	1336	6676	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2000-2499(342)
2426	1	1	3	11	55	271	1351	6751	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2000-2499(483)
2010	1	1	3	12	56	276	1376	6876	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2000-2499(58)
2234	1	1	3	12	57	281	1401	7001	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2000-2499(288)
1743	1	1	3	13	61	301	1501	7501	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1500-1999(287)
1944	1	1	3	14	66	326	1626	8126	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1500-1999(491)
2143	1	1	3	14	66	327	1631	8151	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2000-2499(195)
2344	1	1	3	14	66	328	1636	8176	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2000-2499(401)
707	1	1	3	14	67	331	1651	8251	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_0500-0999(220)
477	1	1	3	14	68	336	1676	8376	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_0001-0499(489)
1222	1	1	3	14	69	341	1701	8501	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1000-1499(246)
403	1	1	3	14	70	346	1726	8626	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_0001-0499(414)
59	1	1	3	15	71	351	1751	8751	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_0001-0499(60)
1758	1	1	3	15	72	356	1776	8876	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1500-1999(302)
2135	1	1	3	15	73	361	1801	9001	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2000-2499(187)
2035	1	1	4	16	76	376	1876	9376	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2000-2499(84)
2755	1	1	4	16	77	381	1901	9501	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2500-2999(323)
2694	1	1	4	16	78	386	1926	9626	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2500-2999(259)
2754	1	1	4	16	79	391	1951	9751	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2500-2999(322)
2756	1	1	4	16	79	392	1956	9776	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2500-2999(324)
2679	1	1	4	16	80	396	1976	9876	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2500-2999(244)
2428	1	1	4	17	81	401	2001	10001	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2000-2499(485)
457	1	1	4	18	86	426	2126	10626	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_0001-0499(469)
504	1	1	4	19	91	451	2251	11251	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_0500-0999(17)
282	1	1	4	20	96	476	2376	11876	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_0001-0499(292)
822	1	1	4	20	97	481	2401	12001	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_0500-0999(335)
1364	1	1	5	21	101	501	2501	12501	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1000-1499(394)
1377	1	1	5	22	106	526	2626	13126	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1000-1499(407)
1406	1	1	5	22	107	531	2651	13251	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1000-1499(436)
1355	1	1	5	23	111	551	2751	13751	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1000-1499(385)
1233	1	1	5	24	116	576	2876	14376	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1000-1499(257)
1370	1	1	5	24	117	581	2901	14501	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1000-1499(400)
1382	1	1	5	24	118	586	2926	14626	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1000-1499(412)
1385	1	1	5	25	121	601	3001	15001	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1000-1499(415)
1366	1	2	6	26	126	626	3126	15626	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1000-1499(396)
1537	1	2	6	26	126	627	3131	15651	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1500-1999(79)
2246	1	2	6	26	126	628	3136	15676	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2000-2499(300)
1952	1	2	6	26	127	631	3151	15751	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1500-1999(499)
24	1	2	6	26	128	636	3176	15876	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_0001-0499(24)
910	1	2	6	26	128	637	3181	15901	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_0500-0999(426)
1269	1	2	6	26	129	641	3201	16001	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1000-1499(296)
1488	1	2	6	26	129	642	3206	16026	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1500-1999(24)
1386	1	2	6	26	130	646	3226	16126	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1000-1499(416)
1404	1	2	6	26	130	647	3231	16151	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1000-1499(434)
848	1	2	6	27	131	651	3251	16251	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_0500-0999(361)
1188	1	2	6	27	131	652	3256	16276	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1000-1499(211)
766	1	2	6	27	132	656	3276	16376	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_0500-0999(279)
488	1	2	6	27	133	661	3301	16501	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_0500-0999(1)
1392	1	2	6	27	133	662	3306	16526	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1000-1499(422)
2762	1	2	6	27	133	663	3311	16551	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2500-2999(330)
1899	1	2	6	27	134	666	3326	16626	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1500-1999(443)
1275	1	2	6	27	135	671	3351	16751	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1000-1499(302)
1151	1	2	6	28	136	676	3376	16876	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1000-1499(172)
1652	1	2	6	28	136	677	3381	16901	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1500-1999(195)
682	1	2	6	28	137	681	3401	17001	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_0500-0999(195)
904	1	2	6	28	137	682	3406	17026	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_0500-0999(420)
1543	1	2	6	28	137	683	3411	17051	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1500-1999(85)
1687	1	2	6	28	137	684	3416	17076	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1500-1999(231)
2009	1	2	6	28	137	685	3421	17101	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2000-2499(57)
407	1	2	6	28	138	686	3426	17126	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_0001-0499(418)
450	1	2	6	28	138	687	3431	17151	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_0001-0499(462)
1614	1	2	6	28	138	688	3436	17176	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1500-1999(157)
2182	1	2	6	28	138	689	3441	17201	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2000-2499(234)
73	1	2	6	28	139	691	3451	17251	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_0001-0499(74)
2274	1	2	6	28	139	692	3456	17276	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2000-2499(329)
709	1	2	6	28	140	696	3476	17376	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_0500-0999(222)
1459	1	2	6	28	140	697	3481	17401	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1000-1499(495)
1592	1	2	6	28	140	698	3486	17426	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1500-1999(135)
1644	1	2	6	28	140	699	3491	17451	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1500-1999(187)
2833	1	2	6	28	140	700	3496	17476	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2500-2999(401)
454	1	2	6	29	141	701	3501	17501	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_0001-0499(466)
1689	1	2	6	29	141	702	3506	17526	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1500-1999(233)
2266	1	2	6	29	141	703	3511	17551	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2000-2499(321)
2817	1	2	6	29	141	704	3516	17576	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_2500-2999(385)
674	1	2	6	29	142	706	3526	17626	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_0500-0999(187)
1442	1	2	6	29	142	707	3531	17651	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1000-1499(478)
1660	1	2	6	29	142	708	3536	17676	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1500-1999(203)
178	1	2	6	29	143	711	3551	17751	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_0001-0499(184)
1104	1	2	6	29	143	712	3556	17776	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1000-1499(125)
1147	1	2	6	29	143	713	3561	17801	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1000-1499(168)
1252	1	2	6	29	143	714	3566	17826	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_1000-1499(279)
147	1	2	6	29	144	716	3576	17876	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_0001-0499(152)
16	1	2	6	29	144	717	3581	17901	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	inputFiles/newspapers20081121to20090131_0001-0499(16)
