50
0.000000	0.010309	0.018557	0.014433	0.008247	0.004124	0.094845	0.030928	0.000000	0.103093	0.008247	0.000000	0.004124	0.158763	0.000000	0.014433	0.004124	0.000000	0.070103	0.022680	0.000000	0.000000	0.006186	0.049485	0.002062	0.004124	0.018557	0.000000	0.024742	0.045361	0.043299	0.000000	0.004124	0.016495	0.002062	0.020619	0.018557	0.028866	0.000000	0.010309	0.002062	0.012371	0.010309	0.026804	0.000000	0.024742	0.047423	0.010309	0.004124	0.000000	   1
0.000000	0.000000	0.000000	0.000000	0.020513	0.000000	0.005128	0.056410	0.000000	0.000000	0.010256	0.000000	0.000000	0.000000	0.138462	0.205128	0.000000	0.000000	0.010256	0.020513	0.000000	0.030769	0.030769	0.000000	0.010256	0.005128	0.005128	0.061538	0.000000	0.046154	0.025641	0.000000	0.005128	0.015385	0.000000	0.071795	0.030769	0.000000	0.000000	0.000000	0.015385	0.000000	0.010256	0.123077	0.000000	0.030769	0.015385	0.000000	0.000000	0.000000	   2
0.000000	0.000000	0.030769	0.000000	0.000000	0.000000	0.030769	0.066667	0.000000	0.000000	0.030769	0.000000	0.000000	0.005128	0.020513	0.328205	0.000000	0.000000	0.020513	0.000000	0.015385	0.005128	0.000000	0.020513	0.000000	0.030769	0.000000	0.000000	0.005128	0.071795	0.051282	0.000000	0.015385	0.000000	0.015385	0.092308	0.035897	0.000000	0.000000	0.000000	0.000000	0.010256	0.000000	0.056410	0.015385	0.000000	0.000000	0.000000	0.025641	0.000000	   3
0.000000	0.013937	0.003484	0.048780	0.006969	0.000000	0.017422	0.006969	0.282230	0.000000	0.006969	0.000000	0.017422	0.108014	0.000000	0.003484	0.013937	0.052265	0.000000	0.000000	0.000000	0.045296	0.010453	0.121951	0.000000	0.000000	0.010453	0.000000	0.010453	0.003484	0.000000	0.000000	0.000000	0.006969	0.000000	0.000000	0.010453	0.003484	0.000000	0.010453	0.000000	0.000000	0.034843	0.000000	0.020906	0.087108	0.024390	0.006969	0.003484	0.006969	   4
0.000000	0.047619	0.000000	0.000000	0.017007	0.000000	0.000000	0.000000	0.006803	0.003401	0.010204	0.034014	0.071429	0.010204	0.000000	0.017007	0.010204	0.003401	0.000000	0.003401	0.023810	0.044218	0.051020	0.010204	0.000000	0.017007	0.013605	0.051020	0.020408	0.044218	0.000000	0.057823	0.010204	0.000000	0.020408	0.017007	0.000000	0.115646	0.081633	0.023810	0.017007	0.006803	0.085034	0.027211	0.003401	0.000000	0.006803	0.000000	0.000000	0.017007	   5
0.000000	0.005747	0.017241	0.005747	0.000000	0.000000	0.005747	0.022989	0.000000	0.005747	0.063218	0.011494	0.000000	0.051724	0.000000	0.000000	0.011494	0.000000	0.028736	0.028736	0.017241	0.000000	0.000000	0.000000	0.005747	0.045977	0.017241	0.000000	0.000000	0.109195	0.040230	0.000000	0.097701	0.000000	0.005747	0.040230	0.068966	0.017241	0.040230	0.005747	0.005747	0.005747	0.000000	0.017241	0.005747	0.000000	0.045977	0.143678	0.000000	0.005747	   6
0.007317	0.000000	0.065854	0.121951	0.000000	0.009756	0.009756	0.056098	0.029268	0.046341	0.065854	0.000000	0.002439	0.058537	0.000000	0.002439	0.017073	0.019512	0.021951	0.051220	0.000000	0.002439	0.009756	0.009756	0.017073	0.002439	0.000000	0.004878	0.000000	0.007317	0.078049	0.000000	0.058537	0.000000	0.002439	0.002439	0.034146	0.000000	0.000000	0.014634	0.007317	0.017073	0.031707	0.002439	0.009756	0.000000	0.000000	0.097561	0.004878	0.000000	   7
0.000000	0.000000	0.000000	0.000000	0.018987	0.000000	0.012658	0.012658	0.000000	0.000000	0.006329	0.000000	0.031646	0.000000	0.012658	0.000000	0.000000	0.000000	0.000000	0.012658	0.000000	0.000000	0.000000	0.025316	0.000000	0.012658	0.006329	0.000000	0.025316	0.000000	0.000000	0.018987	0.044304	0.075949	0.082278	0.000000	0.000000	0.265823	0.050633	0.000000	0.183544	0.018987	0.000000	0.000000	0.000000	0.006329	0.000000	0.018987	0.018987	0.037975	   8
0.016529	0.012397	0.020661	0.045455	0.008264	0.004132	0.185950	0.000000	0.177686	0.004132	0.000000	0.004132	0.016529	0.008264	0.000000	0.000000	0.070248	0.016529	0.012397	0.000000	0.012397	0.053719	0.000000	0.000000	0.000000	0.000000	0.000000	0.045455	0.012397	0.000000	0.000000	0.016529	0.004132	0.020661	0.000000	0.090909	0.000000	0.000000	0.000000	0.045455	0.000000	0.000000	0.000000	0.053719	0.012397	0.020661	0.000000	0.008264	0.000000	0.000000	   9
0.015038	0.015038	0.000000	0.000000	0.026316	0.022556	0.000000	0.033835	0.022556	0.000000	0.003759	0.022556	0.030075	0.018797	0.033835	0.011278	0.000000	0.015038	0.000000	0.026316	0.015038	0.052632	0.003759	0.000000	0.011278	0.041353	0.022556	0.000000	0.030075	0.000000	0.007519	0.003759	0.011278	0.000000	0.022556	0.000000	0.000000	0.101504	0.093985	0.003759	0.169173	0.018797	0.030075	0.011278	0.000000	0.011278	0.000000	0.011278	0.000000	0.030075	  10
